Weight,Height,BMI,Age,Gender,BMIcase,ActivityLevel,Goal,calories,protein,carbs,fat,bmr
56.11743514,1.56446548,22.92798262,38,Female,Normal,Lightly Active,Stay Fit,1633,102,204,45,1187.9652764
72.71777734,1.708641486,24.90799111,29,Female,Overweight,Lightly Active,Stay Fit,2047,128,256,57,1489.07870215
77.15926588,1.648439907,28.39499833,40,Female,Obese,Moderately Active,Muscle Gain,2680,234,302,60,1440.8676006750002
96.28216932,1.902687096,26.59568135,37,Male,Overweight,Lightly Active,Stay Fit,2712,170,339,75,1972.0011282
66.58708407,1.815251323,20.2076808,24,Female,Normal,Sedentary,Stay Fit,1823,114,228,51,1519.4029175750002
63.9962366,1.711785556,21.84015521,52,Male,Normal,Lightly Active,Stay Fit,2000,125,250,56,1454.8283384999997
92.49265698,1.946963939,24.40009064,19,Male,Overweight,Moderately Active,Loss Weight,2544,191,254,85,2051.779031675
71.51969633,1.94608053,18.88443721,20,Male,Normal,Moderately Active,Stay Fit,2847,178,356,79,1836.4972945499999
51.55357831,1.739485243,17.03794914,62,Male,Moderate Thinness,Active,Stay Fit,2239,140,280,62,1297.714059975
79.92575316,1.773538968,25.41003523,29,Female,Overweight,Moderately Active,Muscle Gain,2979,261,335,66,1601.7193866
59.81439084,1.474703015,27.50404362,44,Female,Obese,Active,Loss Weight,1572,118,157,52,1138.833292775
73.68860416,1.925043796,19.88470266,22,Male,Normal,Active,Loss Weight,2532,190,253,84,1835.0384141
73.11655183,1.772926619,23.26131061,52,Male,Overweight,Lightly Active,Muscle Gain,2614,229,294,58,1584.244655175
73.06035218,1.705661695,25.11284803,24,Female,Overweight,Lightly Active,Loss Weight,1667,125,167,56,1515.642081175
105.7362084,1.800818554,32.60497112,50,Female,Severe Obese,Moderately Active,Loss Weight,2197,165,220,73,1771.8736802499998
52.47104947,1.858881721,15.18505037,23,Male,Severe Thinness,Moderately Active,Stay Fit,2444,153,306,68,1576.5115703249999
63.53339973,1.714371342,21.61684451,55,Female,Normal,Sedentary,Stay Fit,1525,95,191,42,1270.81608605
81.79511141,1.913955704,22.32870744,64,Male,Normal,Active,Loss Weight,2345,176,234,78,1699.1734291
84.38042768,1.651877196,30.92332655,60,Female,Obese,Lightly Active,Loss Weight,1557,117,156,52,1415.2275243000001
83.98453608,1.75412911,27.29456743,32,Male,Overweight,Lightly Active,Loss Weight,1959,147,196,65,1781.1760545500001
92.65541311,1.697229363,32.16545678,50,Female,Obese,Active,Loss Weight,2175,163,218,72,1576.322482975
75.0084057,1.559023795,30.8606058,18,Female,Obese,Sedentary,Loss Weight,1415,106,142,47,1473.4739288750002
103.7653561,1.740701929,34.24550378,58,Male,Severe Obese,Sedentary,Loss Weight,1767,133,177,59,1840.5922666249999
86.67256405,1.733919067,28.82862972,59,Female,Obese,Moderately Active,Loss Weight,1853,139,185,62,1494.425057375
72.07512224,1.555845888,29.77503187,23,Female,Obese,Moderately Active,Loss Weight,1757,132,176,59,1417.1549023999999
79.98390667,1.956496054,20.89510991,48,Male,Normal,Lightly Active,Stay Fit,2458,154,307,68,1787.6491004499999
68.84565383,1.803484687,21.16662474,60,Male,Normal,Sedentary,Stay Fit,1825,114,228,51,1520.634467675
98.44343734,1.857869065,28.5204624,22,Male,Obese,Sedentary,Loss Weight,1959,147,196,65,2040.6025390250002
100.6513293,1.967469019,26.00181777,22,Male,Overweight,Sedentary,Stay Fit,2557,160,320,71,2131.1814298749996
54.33838013,1.705289497,18.68574652,30,Male,Normal,Sedentary,Stay Fit,1757,110,220,49,1464.189736925
69.02447905,1.765907908,22.13436335,65,Male,Normal,Moderately Active,Stay Fit,2285,143,286,63,1473.9372329999999
67.61386004,1.779033354,21.36326114,23,Female,Normal,Sedentary,Loss Weight,1452,109,145,48,1512.03444665
73.34610977,1.724871751,24.65264176,31,Female,Overweight,Moderately Active,Muscle Gain,2782,243,313,62,1495.505942075
93.07035679,1.717177414,31.56320119,46,Female,Obese,Moderately Active,Loss Weight,2000,150,200,67,1612.93945165
58.68987114,1.505178929,25.90519679,45,Female,Overweight,Moderately Active,Loss Weight,1416,106,142,47,1141.635542025
57.23844222,1.769381285,18.28289423,51,Female,Moderate Thinness,Moderately Active,Muscle Gain,2348,205,264,52,1262.2477253250001
92.36474058,1.975838479,23.65937876,55,Male,Overweight,Sedentary,Stay Fit,2266,142,283,63,1888.5464551750001
53.37812002,1.390244896,27.61726423,44,Female,Obese,Sedentary,Loss Weight,981,74,98,33,1021.6842602000002
58.46495702,1.541392639,24.60758951,48,Female,Overweight,Sedentary,Muscle Gain,1652,145,186,37,1147.019969575
95.93388825,1.684328715,33.81569684,22,Female,Severe Obese,Lightly Active,Loss Weight,1915,144,192,64,1741.044329375
87.41006971,1.807990218,26.74048709,30,Male,Overweight,Sedentary,Loss Weight,1785,134,178,60,1859.09458335
70.89493959,1.716156607,24.07140298,35,Male,Overweight,Moderately Active,Stay Fit,2498,156,312,69,1611.5472752750002
99.5326146,1.713521547,33.89895207,46,Female,Severe Obese,Sedentary,Loss Weight,1608,121,161,54,1675.277112875
108.3309012,1.936554936,28.88635291,47,Male,Obese,Moderately Active,Muscle Gain,3838,336,432,85,2063.655847
75.67213719,1.708166349,25.9343684,63,Female,Overweight,Sedentary,Stay Fit,1618,101,202,45,1348.325340025
58.85941147,1.801413418,18.13798877,25,Male,Moderate Thinness,Sedentary,Stay Fit,1913,120,239,53,1594.47750095
52.94303072,1.88448586,14.90812525,49,Male,Severe Thinness,Sedentary,Stay Fit,1761,110,220,49,1467.2339697
82.55823525,1.802682691,25.4051535,47,Male,Overweight,Lightly Active,Loss Weight,1894,142,189,63,1722.2590343749998
53.95432622,1.744747935,17.72396514,20,Male,Moderate Thinness,Moderately Active,Stay Fit,2379,149,297,66,1535.010721575
54.62647436,1.801383368,16.83413767,41,Male,Mild Thinness,Lightly Active,Stay Fit,2024,126,253,56,1472.1293486
93.48893414,1.869731135,26.74249286,29,Male,Overweight,Sedentary,Stay Fit,2356,147,294,65,1963.4713007749997
77.73491848,1.842767403,22.89154498,62,Male,Normal,Moderately Active,Stay Fit,2517,157,315,70,1624.078811675
58.58904238,1.66821656,21.05288139,45,Female,Normal,Moderately Active,Muscle Gain,2311,202,260,51,1242.5257738
50.56707448,1.43597768,24.52293514,44,Female,Overweight,Sedentary,Muscle Gain,1472,129,166,33,1022.1567948
85.73576101,1.977202786,21.93105781,22,Male,Normal,Lightly Active,Muscle Gain,3280,287,369,73,1988.10935135
83.08652146,1.954041065,21.76021612,28,Male,Normal,Lightly Active,Muscle Gain,3163,277,356,70,1917.1408802249998
51.37273703,1.425758044,25.27208327,42,Female,Overweight,Very Active,Loss Weight,1571,118,157,52,1033.8261478
68.07750497,1.601585091,26.54016362,48,Female,Overweight,Moderately Active,Stay Fit,1985,124,248,55,1280.7657315750002
52.91418453,1.51264217,23.12595627,20,Female,Overweight,Lightly Active,Loss Weight,1335,100,134,44,1213.54320155
99.87959898,1.805682046,30.63333146,63,Male,Obese,Sedentary,Muscle Gain,2617,229,294,58,1817.34726855
83.23837128,1.908411837,22.85490238,28,Male,Normal,Moderately Active,Stay Fit,2930,183,366,81,1890.141110925
72.74207658,1.813092698,22.12817906,47,Female,Normal,Sedentary,Muscle Gain,2109,185,237,47,1464.6037020499998
87.95375481,1.80316307,27.0510655,26,Male,Overweight,Moderately Active,Loss Weight,2333,175,233,78,1881.51446685
66.8562765,1.675530578,23.81428074,28,Female,Overweight,Moderately Active,Stay Fit,2193,137,274,61,1414.76937625
93.2533465,1.655312052,34.03334779,31,Female,Severe Obese,Sedentary,Loss Weight,1585,119,158,53,1651.1034975000002
77.33983758,1.572370051,31.28194363,32,Female,Obese,Very Active,Loss Weight,2181,164,218,73,1435.129657675
107.4913984,1.872287351,30.66399295,22,Male,Obese,Lightly Active,Loss Weight,2354,177,235,78,2140.093578375
83.60999464,1.963663147,21.68324198,27,Male,Normal,Lightly Active,Loss Weight,2127,160,213,71,1933.3894132750002
96.47807576,1.735508512,32.03134219,60,Female,Obese,Lightly Active,Loss Weight,1747,131,175,58,1588.4735775999998
98.26893105,1.817481028,29.74928002,36,Male,Obese,Very Active,Loss Weight,2954,222,295,98,1943.6149530000002
60.48728152,1.628845645,22.79839134,58,Female,Normal,Sedentary,Stay Fit,1406,88,176,39,1171.9013433249997
52.07233057,1.899499687,14.43206789,52,Male,Severe Thinness,Sedentary,Muscle Gain,2092,183,235,46,1452.910610075
78.68270969,1.859626703,22.7524286,21,Male,Normal,Moderately Active,Loss Weight,2293,172,229,76,1849.0937862750002
99.52434031,1.804651012,30.55926108,62,Female,Obese,Sedentary,Muscle Gain,2379,208,268,53,1652.1502856000002
97.67922155,1.839232438,28.87546285,49,Male,Obese,Sedentary,Stay Fit,2264,142,283,63,1886.31248925
81.28200158,1.906092206,22.37209106,52,Male,Normal,Lightly Active,Stay Fit,2405,150,301,67,1749.12764455
83.05350783,1.793647792,25.81568455,23,Male,Overweight,Lightly Active,Stay Fit,2532,158,316,70,1841.5649483000002
92.89482171,1.711546953,31.71128714,53,Male,Obese,Moderately Active,Loss Weight,2156,162,216,72,1738.665062725
77.58633913,1.566464407,31.61871365,49,Female,Obese,Lightly Active,Loss Weight,1484,111,148,49,1348.903645675
76.01755468,1.733725765,25.29024802,51,Female,Overweight,Lightly Active,Stay Fit,1963,123,245,55,1427.754149925
60.75545047,1.664805631,21.92088952,44,Female,Normal,Lightly Active,Stay Fit,1742,109,218,48,1267.058024075
77.01523731,1.585045087,30.65444215,18,Female,Obese,Lightly Active,Loss Weight,1661,125,166,55,1509.805552475
59.04489605,1.952590231,15.48674467,56,Male,Severe Thinness,Active,Muscle Gain,3179,278,358,71,1535.8178548750002
65.19308678,1.505993295,28.74454696,26,Female,Obese,Lightly Active,Stay Fit,1790,112,224,50,1302.176677175
51.90267149,1.797110466,16.07089877,58,Male,Mild Thinness,Sedentary,Stay Fit,1629,102,204,45,1357.22075615
67.77817124,1.835958663,20.1077765,54,Male,Normal,Moderately Active,Stay Fit,2418,151,302,67,1560.2558767750002
102.0294161,1.734769278,33.90329872,37,Male,Severe Obese,Lightly Active,Loss Weight,2117,159,212,71,1924.52495975
79.71267804,1.905235128,21.959894,31,Male,Normal,Active,Stay Fit,3170,198,396,88,1837.8987354
100.2128369,1.802311981,30.85058594,60,Male,Obese,Active,Stay Fit,3163,198,395,88,1833.5733571250003
93.23572437,1.768729768,29.80295857,47,Female,Obese,Moderately Active,Loss Weight,2036,153,204,68,1641.8133487
62.68966467,1.697579375,21.75383181,58,Female,Normal,Moderately Active,Stay Fit,1917,120,240,53,1236.883756075
90.8787511,1.824310556,27.30642264,58,Female,Overweight,Moderately Active,Stay Fit,2477,155,310,69,1597.9816084999998
99.32961254,1.857771802,28.78021328,65,Male,Obese,Lightly Active,Muscle Gain,3027,265,341,67,1834.4035016500002
96.04063701,1.784695309,30.15274587,22,Male,Obese,Lightly Active,Muscle Gain,3252,285,366,72,1970.8409382250002
50.97137646,1.405499681,25.80268254,25,Female,Overweight,Moderately Active,Loss Weight,1367,103,137,46,1102.151065225
100.0649027,1.808893828,30.58127747,62,Male,Obese,Sedentary,Loss Weight,1753,131,175,58,1826.2076695
68.17163239,1.579516833,27.32468576,50,Female,Overweight,Moderately Active,Stay Fit,1950,122,244,54,1257.9143445250002
97.40862331,1.776004758,30.88226573,22,Female,Obese,Active,Loss Weight,2502,188,250,83,1813.0892068499998
90.10607069,1.786775887,28.22369602,53,Male,Obese,Active,Loss Weight,2426,182,243,81,1757.795636275
94.26691173,1.79087223,29.39206336,61,Female,Obese,Moderately Active,Stay Fit,2474,155,309,69,1595.96426105
63.38999524,1.733439,21.09616884,57,Male,Normal,Moderately Active,Stay Fit,2228,139,278,62,1437.2993274
54.30640258,1.638648289,20.2245812,28,Female,Normal,Lightly Active,Stay Fit,1741,109,218,48,1266.2192064249998
66.99039921,1.61948954,25.54208062,37,Female,Overweight,Lightly Active,Muscle Gain,2205,193,248,49,1336.0849546000002
62.66586714,1.897520944,17.40435357,59,Male,Moderate Thinness,Lightly Active,Stay Fit,2094,131,262,58,1522.6092614
99.15812234,1.94481403,26.21634458,43,Male,Overweight,Lightly Active,Loss Weight,2197,165,220,73,1997.08999215
88.62058865,1.745581482,29.08401623,42,Male,Obese,Active,Muscle Gain,3668,321,413,82,1772.1943127499999
81.82605125,1.964982148,21.19211858,55,Male,Normal,Lightly Active,Muscle Gain,2931,256,330,65,1776.374355
109.715334,1.937504938,29.22682865,46,Male,Obese,Sedentary,Loss Weight,2000,150,200,67,2083.09392625
51.79029769,1.915243784,14.11888121,58,Male,Severe Thinness,Lightly Active,Stay Fit,1966,123,246,55,1429.9303419000003
67.0557313,1.548166226,27.97697312,44,Female,Obese,Active,Stay Fit,2169,136,271,60,1257.16120425
109.9988711,1.806213072,33.71710406,61,Female,Severe Obese,Very Active,Loss Weight,2680,201,268,89,1762.871881
90.59388963,1.909007925,24.85898795,23,Male,Overweight,Lightly Active,Stay Fit,2735,171,342,76,1989.0688494249998
100.1197968,1.762333624,32.23618987,64,Male,Obese,Sedentary,Loss Weight,1716,129,172,57,1787.6564830000002
78.1270049,1.934242851,20.88234058,56,Male,Normal,Moderately Active,Stay Fit,2659,166,332,74,1715.1718308749998
50.40320378,1.731769233,16.80653187,59,Male,Mild Thinness,Moderately Active,Muscle Gain,2411,211,271,54,1296.387808425
51.98132363,1.817931114,15.72868767,48,Female,Severe Thinness,Lightly Active,Loss Weight,1381,104,138,46,1255.02018255
104.2826634,1.807860988,31.90671172,51,Female,Obese,Active,Loss Weight,2424,182,242,81,1756.7397515000002
101.3181886,1.74380205,33.31908367,36,Male,Severe Obese,Moderately Active,Loss Weight,2391,179,239,80,1928.0581672499998
85.51536226,1.825680831,25.65632382,24,Male,Overweight,Moderately Active,Loss Weight,2333,175,233,78,1881.204141975
77.64787457,1.927435139,20.90114257,29,Male,Normal,Sedentary,Stay Fit,2209,138,276,61,1841.125707575
61.57660145,1.77032734,19.64755725,49,Female,Normal,Moderately Active,Stay Fit,2040,128,255,57,1316.220602
73.71326143,1.807856096,22.55370578,27,Female,Normal,Moderately Active,Stay Fit,2435,152,304,68,1571.0426743000003
94.20500263,1.874721448,26.80405311,18,Male,Overweight,Lightly Active,Loss Weight,2232,167,223,74,2028.7509313
86.67891377,1.730283821,28.95201308,21,Male,Obese,Moderately Active,Muscle Gain,3438,301,387,76,1848.2165258249997
80.23984219,1.631678568,30.13844545,28,Female,Obese,Active,Stay Fit,2624,164,328,73,1521.1975269
62.64253155,1.444009643,30.04201878,62,Female,Obese,Lightly Active,Loss Weight,1164,87,116,39,1057.931342375
90.31539285,1.86068865,26.08641255,24,Male,Overweight,Sedentary,Stay Fit,2341,146,293,65,1951.08433475
81.25882258,1.966894933,21.00429949,50,Male,Normal,Lightly Active,Loss Weight,1977,148,198,66,1796.8975589249999
70.94415303,1.591265757,28.01761568,58,Female,Obese,Sedentary,Loss Weight,1203,90,120,40,1252.9826284249998
93.84136065,1.687952931,32.93621067,47,Female,Severe Obese,Moderately Active,Loss Weight,1981,149,198,66,1597.3841883750001
88.19015292,1.688824021,30.92084123,20,Female,Obese,Sedentary,Loss Weight,1609,121,161,54,1676.4165423250001
62.5215812,1.704406792,21.52204032,50,Female,Normal,Moderately Active,Stay Fit,1983,124,248,55,1279.470057
67.71939206,1.759842665,21.86579971,25,Male,Normal,Lightly Active,Stay Fit,2279,142,285,63,1657.0955862250003
72.35836544,1.869627289,20.70039683,63,Male,Normal,Sedentary,Stay Fit,1899,119,237,53,1582.100710025
56.81586346,1.938884475,15.11352417,39,Male,Severe Thinness,Active,Stay Fit,2743,171,343,76,1589.9614314750002
52.59429696,1.769485023,16.79750859,45,Female,Mild Thinness,Lightly Active,Muscle Gain,2056,180,231,46,1245.871108975
72.68502027,1.67511306,25.90339372,25,Female,Overweight,Sedentary,Muscle Gain,2142,187,241,48,1487.7958652
59.08880859,1.734720838,19.63568438,41,Male,Normal,Lightly Active,Muscle Gain,2434,213,274,54,1475.0886096499999
98.42667553,1.697027522,34.1770871,63,Female,Severe Obese,Lightly Active,Loss Weight,1726,129,173,58,1568.9089565499999
89.26104776,1.716655314,30.28975607,56,Female,Obese,Moderately Active,Stay Fit,2363,148,295,66,1524.52004885
93.58897246,1.680479049,33.14045559,18,Female,Severe Obese,Moderately Active,Loss Weight,2152,161,215,72,1735.1891302249999
104.7798214,1.946685152,27.64943243,41,Male,Obese,Lightly Active,Loss Weight,2271,170,227,76,2064.476434
51.55469628,1.768068281,16.49188002,37,Male,Mild Thinness,Lightly Active,Muscle Gain,2377,208,267,53,1440.589638425
59.87091624,1.756927636,19.39582048,18,Male,Normal,Lightly Active,Stay Fit,2216,138,277,62,1611.7889348999997
78.08570226,1.943331775,20.67652813,36,Male,Normal,Active,Stay Fit,3140,196,392,87,1820.4393819750003
63.3461256,1.842339257,18.66297374,32,Male,Normal,Moderately Active,Loss Weight,2021,152,202,67,1629.923291625
88.7363898,1.664784569,32.01737129,35,Female,Obese,Lightly Active,Loss Weight,1751,131,175,58,1591.8542536249997
104.5692655,1.858964752,30.25949999,59,Male,Obese,Lightly Active,Muscle Gain,3164,277,356,70,1917.5456249999997
90.40907471,1.95730854,23.59899141,50,Male,Overweight,Sedentary,Loss Weight,1807,136,181,60,1882.4085846000003
103.8340762,1.763839489,33.37503889,55,Female,Severe Obese,Lightly Active,Loss Weight,1875,141,188,62,1704.740442625
63.16132927,1.46865583,29.28270511,42,Female,Obese,Lightly Active,Stay Fit,1620,101,202,45,1178.5231864500001
84.29128374,1.972305935,21.66876228,48,Male,Normal,Lightly Active,Stay Fit,2531,158,316,70,1840.604046775
73.51226114,1.714400201,25.01124804,43,Male,Overweight,Moderately Active,Stay Fit,2475,155,309,69,1596.622737025
103.9749236,1.81134807,31.69018573,59,Male,Obese,Sedentary,Loss Weight,1807,136,181,60,1881.8417797499997
81.80101554,1.788238206,25.58043683,18,Male,Overweight,Active,Loss Weight,2554,192,255,85,1850.65903415
74.45653377,1.912683078,20.35245407,34,Male,Normal,Moderately Active,Muscle Gain,3301,289,371,73,1774.99226145
99.60586918,1.823750328,29.94705798,26,Female,Obese,Active,Loss Weight,2546,191,255,85,1844.9026468000002
105.6191928,1.965670779,27.33513863,53,Male,Overweight,Sedentary,Loss Weight,1944,146,194,65,2024.7361648750002
50.34937607,1.7137237,17.144013,36,Female,Moderate Thinness,Lightly Active,Stay Fit,1696,106,212,47,1233.5710732
56.58198979,1.426811218,27.79362448,20,Female,Obese,Lightly Active,Loss Weight,1316,99,132,44,1196.5769091500001
66.22273838,1.888335293,18.57158264,64,Male,Normal,Lightly Active,Muscle Gain,2520,220,284,56,1527.4369419249997
87.78684999,1.793807717,27.28209328,50,Male,Overweight,Moderately Active,Loss Weight,2175,163,218,72,1753.998323025
52.02371058,1.968913481,13.4198623,46,Male,Severe Thinness,Active,Muscle Gain,3158,276,355,70,1525.808031425
51.42406307,1.647629998,18.94292355,40,Female,Normal,Lightly Active,Loss Weight,1301,98,130,43,1183.0093794499999
50.58011478,1.908977781,13.87963557,46,Male,Severe Thinness,Lightly Active,Muscle Gain,2432,213,274,54,1473.912260925
105.4699658,1.90453114,29.07720439,53,Male,Obese,Moderately Active,Muscle Gain,3692,323,415,82,1985.0316205
98.25309415,1.809325322,30.01324224,64,Female,Obese,Lightly Active,Loss Weight,1796,135,180,60,1632.35926775
73.27857167,1.653376978,26.8060747,59,Female,Overweight,Very Active,Stay Fit,2489,156,311,69,1310.1463279499999
95.62567204,1.724787309,32.14425795,40,Male,Obese,Very Active,Loss Weight,2796,210,280,93,1839.248788525
102.063475,1.814943519,30.98447362,64,Female,Obese,Very Active,Muscle Gain,3817,334,429,85,1673.974449375
67.49989975,1.808921422,20.62831356,18,Male,Normal,Lightly Active,Muscle Gain,2839,248,319,63,1720.57488625
102.8152519,1.9242885,27.76624652,28,Male,Obese,Lightly Active,Loss Weight,2305,173,230,77,2095.8328315
106.697185,1.771319108,34.00629722,26,Female,Severe Obese,Lightly Active,Stay Fit,2589,162,324,72,1883.0462925000002
108.4739487,1.820588875,32.72665969,45,Female,Severe Obese,Sedentary,Loss Weight,1763,132,176,59,1836.6075338749997
89.31739786,1.755521846,28.9816819,38,Female,Obese,Lightly Active,Stay Fit,2254,141,282,63,1639.37513235
66.80037911,1.436005643,32.39415337,24,Female,Obese,Moderately Active,Loss Weight,1593,119,159,53,1284.507317975
63.88795753,1.942077489,16.93892696,54,Male,Mild Thinness,Lightly Active,Muscle Gain,2620,229,295,58,1587.678005925
77.35635008,1.654793678,28.24933728,55,Female,Obese,Sedentary,Muscle Gain,1975,173,222,44,1371.80954955
84.37690122,1.571562999,34.16331313,30,Female,Severe Obese,Lightly Active,Loss Weight,1666,125,167,56,1514.995886575
61.51564279,1.840631444,18.15732605,55,Male,Moderate Thinness,Lightly Active,Stay Fit,2056,128,257,57,1495.5510804
92.6423875,1.79029989,28.90401467,24,Male,Obese,Lightly Active,Loss Weight,2123,159,212,71,1930.3613062499999
82.65364705,1.884427948,23.27571058,31,Male,Overweight,Sedentary,Stay Fit,2225,139,278,62,1854.303938
66.75730216,1.429083338,32.68764751,21,Female,Severe Obese,Lightly Active,Stay Fit,1780,111,222,49,1294.75010785
109.8483848,1.79450278,34.11186031,35,Female,Severe Obese,Active,Loss Weight,2600,195,260,87,1884.0480855
64.2480635,1.753030671,20.9064846,63,Male,Normal,Sedentary,Muscle Gain,2056,180,231,46,1428.1248043750002
106.5555592,1.957719494,27.80194512,53,Male,Obese,Lightly Active,Stay Fit,2790,174,349,78,2029.1302757500002
82.81497183,1.869990735,23.68263104,60,Male,Overweight,Moderately Active,Muscle Gain,3166,277,356,70,1701.8939276750002
82.94747874,1.589177398,32.84418053,36,Female,Severe Obese,Sedentary,Muscle Gain,2134,187,240,47,1481.7106611499999
99.00192736,1.767553163,31.68828092,33,Male,Obese,Moderately Active,Loss Weight,2399,180,240,80,1934.7400004749998
59.92560863,1.655807524,21.85711061,65,Female,Normal,Lightly Active,Stay Fit,1579,99,197,44,1148.1357887999998
65.94151725,1.779013885,20.83532409,61,Female,Normal,Moderately Active,Stay Fit,2023,126,253,56,1305.298850625
86.83193752,1.921381793,23.52080329,39,Male,Overweight,Sedentary,Loss Weight,1804,135,180,60,1879.182995825
69.96588385,1.505315676,30.87671977,57,Female,Obese,Sedentary,Loss Weight,1147,86,115,38,1194.4811359999999
70.78935137,1.799910003,21.85075018,43,Female,Normal,Lightly Active,Loss Weight,1603,120,160,53,1456.8372655750002
63.31434631,1.647937791,23.31419909,58,Female,Overweight,Lightly Active,Muscle Gain,2000,175,225,44,1212.104582475
55.43583894,1.822753107,16.68533498,21,Female,Mild Thinness,Active,Stay Fit,2463,154,308,68,1427.5790812750001
58.82110553,1.589247765,23.28895298,34,Female,Overweight,Lightly Active,Stay Fit,1719,107,215,48,1250.490908425
77.52654566,1.735575963,25.73731159,21,Female,Overweight,Sedentary,Stay Fit,1913,120,239,53,1594.0004334750001
97.56422703,1.886478945,27.4149011,23,Male,Overweight,Sedentary,Stay Fit,2454,153,307,68,2044.6916109249996
71.34857607,1.792129156,22.21501953,36,Female,Normal,Lightly Active,Stay Fit,2052,128,256,57,1492.5664832
102.7157917,1.731445764,34.26253036,35,Female,Severe Obese,Lightly Active,Loss Weight,1951,146,195,65,1773.3115195
83.4996233,1.553486257,34.59948903,28,Female,Severe Obese,Very Active,Stay Fit,2859,179,357,79,1504.9251436250001
89.6345538,1.615993144,34.32388461,53,Female,Severe Obese,Very Active,Loss Weight,2250,169,225,75,1480.341253
72.32507807,1.752429782,23.55090826,56,Male,Overweight,Sedentary,Muscle Gain,2223,195,250,49,1543.5193944500002
91.21624663,1.741399235,30.07983843,25,Male,Obese,Lightly Active,Loss Weight,2069,155,207,69,1880.536988175
71.64639775,1.466717069,33.30440409,48,Female,Severe Obese,Lightly Active,Loss Weight,1355,102,136,45,1232.162145625
74.04778763,1.815603842,22.4631109,27,Female,Normal,Sedentary,Stay Fit,1895,118,237,53,1579.2302775500002
80.8177969,1.745185166,26.53529877,31,Male,Overweight,Lightly Active,Loss Weight,1924,144,192,64,1748.91869775
55.29701512,1.908505455,15.18150678,55,Male,Severe Thinness,Lightly Active,Muscle Gain,2435,213,274,54,1475.786060575
59.54270239,1.802513791,18.32615473,46,Male,Moderate Thinness,Lightly Active,Stay Fit,2058,129,257,57,1496.998143275
86.95685385,1.958583754,22.66832981,35,Male,Normal,Sedentary,Muscle Gain,2770,242,312,62,1923.6833847500002
53.26979107,1.892047965,14.88047208,30,Male,Severe Thinness,Lightly Active,Muscle Gain,2591,227,291,58,1570.2278888249998
77.92332062,1.660297651,28.26803004,29,Female,Obese,Lightly Active,Loss Weight,1662,125,166,55,1510.919238075
92.32680409,1.652514345,33.8093893,45,Female,Severe Obese,Active,Loss Weight,2167,163,217,72,1570.089506525
82.14786384,1.798488675,25.39690881,41,Male,Overweight,Lightly Active,Muscle Gain,2880,252,324,64,1745.5340602750002
105.1855008,1.73872682,34.79310381,60,Female,Severe Obese,Very Active,Muscle Gain,3825,335,430,85,1677.5592705
105.718828,1.774419524,33.57683257,20,Female,Severe Obese,Sedentary,Stay Fit,2286,143,286,64,1905.2004825000004
65.86236075,1.70521503,22.65056239,62,Male,Normal,Lightly Active,Stay Fit,1952,122,244,54,1419.38300125
51.60564572,1.8520646,15.04474929,60,Male,Severe Thinness,Sedentary,Stay Fit,1654,103,207,46,1378.5968321999999
100.0887141,1.975475664,25.64730532,43,Male,Overweight,Moderately Active,Muscle Gain,3768,330,424,84,2025.5594310000001
103.614449,1.943013994,27.4453305,58,Male,Overweight,Lightly Active,Stay Fit,2703,169,338,75,1965.5282362500002
86.26094551,1.832277609,25.69399678,31,Male,Overweight,Moderately Active,Loss Weight,2304,173,230,77,1857.782960725
108.9874227,1.919356563,29.58455618,39,Male,Obese,Very Active,Stay Fit,3989,249,499,111,2099.472078875
92.62353817,1.777860525,29.3039384,43,Female,Obese,Sedentary,Loss Weight,1595,120,160,53,1661.3982098249999
68.7386653,1.775250551,21.81131163,51,Male,Normal,Sedentary,Stay Fit,1856,116,232,52,1546.9182473749997
84.64528902,1.935128602,22.60388703,62,Male,Normal,Active,Stay Fit,3020,189,378,84,1750.9082664500002
63.85656212,1.807476736,19.54609931,56,Female,Normal,Lightly Active,Stay Fit,1825,114,228,51,1327.2385811999998
59.59172976,1.863827159,17.15436792,33,Male,Moderate Thinness,Lightly Active,Muscle Gain,2641,231,297,59,1600.809271975
107.4729639,1.875153944,30.56506832,39,Male,Obese,Sedentary,Muscle Gain,2962,259,333,66,2056.7008539999997
57.21729887,1.851726833,16.68681734,29,Male,Mild Thinness,Lightly Active,Muscle Gain,2623,230,295,58,1589.502259325
58.38411078,1.97815283,14.92021175,35,Male,Severe Thinness,Lightly Active,Stay Fit,2269,142,284,63,1650.1866265499998
93.10006569,1.805352783,28.56444748,53,Male,Obese,Lightly Active,Loss Weight,1979,148,198,66,1799.3461462750001
50.3158371,1.392641226,25.94335915,35,Female,Overweight,Sedentary,Muscle Gain,1494,131,168,33,1037.55913725
78.47882234,1.56067672,32.22007693,24,Female,Obese,Sedentary,Loss Weight,1420,106,142,47,1479.2111734
53.6309745,1.638862374,19.96782304,58,Female,Normal,Moderately Active,Loss Weight,1376,103,138,46,1109.59872875
65.97006726,1.616655858,25.24130276,43,Female,Overweight,Sedentary,Loss Weight,1242,93,124,41,1294.11058385
84.92656223,1.730494656,28.3597906,61,Female,Obese,Lightly Active,Loss Weight,1611,121,161,54,1464.8247823000002
71.66318402,1.585539745,28.50636451,50,Female,Obese,Sedentary,Loss Weight,1245,93,124,42,1296.594180825
